時系列No,進行目安,区分,地域・クエスト,会話ID,name,text,charId,行,イベントID,条件・演出備考,参照状態,source,修正案,編集メモ
1344,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,研究に犠牲は付き物だ。おかげで、個体への統合も、プリズムへの干渉も、混沌の定着もここまで進んだ。,,13/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1345,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,ルーナ,……私から、力を奪ったのも……。,401,14/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1346,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,ああ。聖女の器は素晴らしかった。壊れずにどこまで混ぜられるか、もっと時間があれば試したかったがね。,,15/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1347,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,アルス,……黙れ。,301,16/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1348,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,なに、まだ続けられる。お前たちをここで亡き者にし、その亡骸を深淵王様へ捧げればよい。これだけの成果を示せば、私はまだ幹部として重用される。,,17/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1349,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,そして地上を私の管理下に置いていただいた暁には――人も、獣も、魔族も、草木も。すべての生命を使って研究を完成させる。,,18/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1350,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,六つに分かれたまま争うから世界は不完全なのだ。私が、ひとつの正しい形へ直してやる。,,19/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1351,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,シャニー,違う。あなたは、壊して混ぜてるだけ。そこに誰がいたか、一度も見てない。,306,20/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1352,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER,妄執の神官ジャスパー,名前など要らん。完成した式だけが残れば、それでよい。,,21/21,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1353,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,システム,その時、祭壇の外縁で影が揺れた。濁った光が一閃し、身体を縛る白黒の鎖へ食い込む。,,1/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1354,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,妄執の神官ジャスパー,……その光。まさか。,,2/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1355,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アラン,ようやく見つけたぞ、ジャスパー。,201,3/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1356,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,システム,混沌に染まった光が、混沌呪縛の術式へ逆流する。絡みついていた力がひび割れ、一行の身体からほどけていった。,,4/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1357,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,ガイル,アラン……！　てめえ、今さら何しに来た！,109,5/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1358,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アラン,怒るのは後でいい。お前たちに怒られる理由なら、嫌になるほど分かってる。,201,6/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1359,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アラン,でも、今はこいつだ。全部聞いた。父のことも、俺を使った理由も、統合の儀も――黒幕の口から、この耳で聞いた。,201,7/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1360,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,妄執の神官ジャスパー,愚かな。お前に与えた光を、恩人へ向けるというのか。,,8/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1361,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アラン,恩人だったと思ってたさ。だからこそ、自分の手で終わらせる。,201,9/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1362,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アラン,アルス。頼む。共に戦わせてくれ。,201,10/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1363,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,ガイル,簡単に帳消しになると思うなよ。お前がやったことは、戦いが終わっても残るからな。,109,11/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1364,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アラン,分かってる。,201,12/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1365,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アルス,……今はジャスパーを止める。来い、アラン。,301,13/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1366,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_ENTRY_PHASE8F,アラン,ああ。,201,14/14,abyss_jasper_battle,event=abyss_jasper_battle; actions=CONV:ABYSS_JASPER -> IF_FLAG,現行参照,story.js:,,
1367,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_CLEAR,妄執の神官ジャスパー,"王よ、力を。儂はまだ導ける！
式は残っている。民はまだ、儂の光を知らぬ！",,1/6,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1368,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_CLEAR,システム,"黒い腕が、ジャスパーの影を掴んだ。
影だけが先に怯え、体はそれに遅れて震え始めた。",,2/6,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1369,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_CLEAR,妄執の神官ジャスパー,"違う。儂は器ではない。
儂は選ばれた者だ。照らす側だ。王よ、儂の成果を、儂の……。",,3/6,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1370,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_CLEAR,システム,"最後の声は、祈りにも悲鳴にもならなかった。
研究成果も名も奪われ、選ばれたと信じた男だけが無残に消えた。",,4/6,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1371,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_CLEAR,シャニー,"……選ばれたんじゃない。
自分から、差し出しただけ。",306,5/6,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1372,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_CLEAR,システム,"ジャゴレアの根元に、濁った光を放つ結晶が残された。
混沌の結晶片を手に入れた。",,6/6,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1373,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_POST_PHASE8F,アラン,……終わったな。,201,1/5,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1374,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_POST_PHASE8F,アラン,お陰で、やっと真実をこの目で確認できた。決着をつけさせてくれて、感謝する。,201,2/5,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1375,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_POST_PHASE8F,アラン,……大切な友人に嫉妬して、大好きだった父に失望して。挙げ句、差し出された言葉に縋って、こんな道を選んでしまった。,201,3/5,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1376,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_POST_PHASE8F,アラン,許してくれとは言わない。許されるとも思ってない。,201,4/5,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1377,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_POST_PHASE8F,アラン,だが……こんな俺でもよければ、共に戦わせてほしい。今度は、自分で選んだ側に立ちたい。,201,5/5,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1378,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_JOIN_PHASE8F,アラン,……ありがとう。借りを返せるなんて言わない。そんな簡単なものじゃない。,201,1/2,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1379,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_JOIN_PHASE8F,アラン,それでも、もう逃げない。最後まで一緒に行く。,201,2/2,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1380,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_WAIT_PHASE8F,アラン,……分かった。無理にとは言わない。,201,1/2,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1381,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_JASPER_ALAN_WAIT_PHASE8F,アラン,レガシオンに戻る。もし気が変わったら、その時もう一度声をかけてくれ。,201,2/2,abyss_jasper_clear,"event=abyss_jasper_clear; actions=CONV:ABYSS_JASPER_CLEAR -> FLAG(key=abyssJasperDefeated) -> ITEM(id=701007,count=1) -> IF_FLAG",現行参照,story.js:,,
1382,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA,混沌姫イルミナシア,"ようやく来たのね。
この牢獄では、時間も祈りも、わたくしの指先で同じ色に溶ける。",,1/6,abyss_illuminacia_battle,event=abyss_illuminacia_battle; actions=CONV:ABYSS_ILLUMINACIA -> BOSS(value=302070),現行参照,story.js:,,
1383,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA,シャオ,"旧い深淵で人を弄んでいた影と同じ匂いだ。
だが今度は、観察して笑うだけじゃ済ませない。",105,2/6,abyss_illuminacia_battle,event=abyss_illuminacia_battle; actions=CONV:ABYSS_ILLUMINACIA -> BOSS(value=302070),現行参照,story.js:,,
1384,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA,混沌姫イルミナシア,"地上の光も、魔族の闇も、最後には混沌へ還る。
抗うほど美しく崩れるから、ここまで招いたのよ。",,3/6,abyss_illuminacia_battle,event=abyss_illuminacia_battle; actions=CONV:ABYSS_ILLUMINACIA -> BOSS(value=302070),現行参照,story.js:,,
1385,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA,レイラ,"人の誇りを、壊れ方で数えるな。
この牢獄ごと、あなたの傲慢を断ちます。",204,4/6,abyss_illuminacia_battle,event=abyss_illuminacia_battle; actions=CONV:ABYSS_ILLUMINACIA -> BOSS(value=302070),現行参照,story.js:,,
1386,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA,シャニー,"混ぜれば同じになると思っている。
でも、違いを抱えたまま手を取り合えることを、この人は知らない。",306,5/6,abyss_illuminacia_battle,event=abyss_illuminacia_battle; actions=CONV:ABYSS_ILLUMINACIA -> BOSS(value=302070),現行参照,story.js:,,
1387,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA,混沌姫イルミナシア,"ならば見せて。
混沌にほどけない絆が、本当に存在するのかを。",,6/6,abyss_illuminacia_battle,event=abyss_illuminacia_battle; actions=CONV:ABYSS_ILLUMINACIA -> BOSS(value=302070),現行参照,story.js:,,
1388,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA_CLEAR,システム,イルミナシアの影が崩れると、牢獄の奥で空間そのものが裂けた。,,1/3,abyss_illuminacia_clear,event=abyss_illuminacia_clear; actions=CONV:ABYSS_ILLUMINACIA_CLEAR -> FLAG(key=abyssIlluminaciaDefeated),現行参照,story.js:,,
1389,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA_CLEAR,混沌姫イルミナシア,"……まだ、ひとつの色にならないのね。
ならば王の前で、最後まで足掻いてみせなさい。",,2/3,abyss_illuminacia_clear,event=abyss_illuminacia_clear; actions=CONV:ABYSS_ILLUMINACIA_CLEAR -> FLAG(key=abyssIlluminaciaDefeated),現行参照,story.js:,,
1390,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_ILLUMINACIA_CLEAR,シャニー,"亀裂の向こうに、深淵王の気配がある。
終わらせよう。ここまで落ちた全部を。",306,3/3,abyss_illuminacia_clear,event=abyss_illuminacia_clear; actions=CONV:ABYSS_ILLUMINACIA_CLEAR -> FLAG(key=abyssIlluminaciaDefeated),現行参照,story.js:,,
1391,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VEGNASIS,システム,"五つの声が、一本の異形の柱から重なって響く。
雷、風、水、火、闇の魂が、深淵の肉へ縫い合わされていた。",,1/5,abyss_final_altar_encounter / abyss_vegnasis_battle,"event=abyss_final_altar_encounter; actions=IF_FLAG || event=abyss_vegnasis_battle; actions=CONV:ABYSS_VEGNASIS -> BOSS(value=[302080, 302081, 302082, 302083, 302084])",現行参照,story.js:,,
1392,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VEGNASIS,死幻の魔柱ヴェグナシス,"個は弱い。絆は脆い。
ゆえに王は、五つを一つへ混ぜ、死なぬ柱とした。",,2/5,abyss_final_altar_encounter / abyss_vegnasis_battle,"event=abyss_final_altar_encounter; actions=IF_FLAG || event=abyss_vegnasis_battle; actions=CONV:ABYSS_VEGNASIS -> BOSS(value=[302080, 302081, 302082, 302083, 302084])",現行参照,story.js:,,
1393,第10段階以降 深淵,深淵・追加ストーリー,,ABYSS_VEGNASIS,ジョセフ,"一つにしたつもりか。
声が五つ聞こえる時点で、誰一人消せちゃいねえ。",101,3/5,abyss_final_altar_encounter / abyss_vegnasis_battle,"event=abyss_final_altar_encounter; actions=IF_FLAG || event=abyss_vegnasis_battle; actions=CONV:ABYSS_VEGNASIS -> BOSS(value=[302080, 302081, 302082, 302083, 302084])",現行参照,story.js:,,
